Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary,Name-additional
582,Chris Owings,31,PIT,NL,10,25,25,0,4,0,0,0,0,0,0,0,12,.160,.160,.160,.320,-12,4,1,0,0,0,0,6/81,owingch01
583,Marcell Ozuna,32,ATL,NL,144,592,530,84,145,29,1,40,100,0,0,57,134,.274,.346,.558,.905,138,296,9,3,0,2,1,*D/7H,ozunama01
584,Cristian Pache,24,PHI,NL,48,95,84,12,20,7,1,2,11,2,3,10,27,.238,.319,.417,.736,100,35,1,0,1,0,0,78H/9D,pachecr01
585,Kevin Padlo,26,LAA,AL,3,8,8,1,1,1,0,0,0,0,0,0,0,.125,.125,.250,.375,-2,2,1,0,0,0,0,/35,padloke01
586,Emilio Pagán*,32,MIN,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,paganem01
587,Joshua Palacios*,27,PIT,NL,91,264,247,26,59,9,2,10,40,5,0,12,56,.239,.279,.413,.692,86,102,7,2,2,1,0,9H78/D,palacjo01
588,Richie Palacios*,26,STL,NL,32,102,93,9,24,6,0,6,16,2,0,6,11,.258,.307,.516,.823,120,48,1,1,1,1,0,7/8HD94,palacri01
589,Isaac Paredes,24,TBR,AL,143,571,492,71,123,24,0,31,98,1,0,58,104,.250,.352,.488,.840,131,240,11,20,0,1,0,*534/HD6,paredis01
590,Kyren Paris,21,LAA,AL,15,46,40,4,4,0,0,0,1,3,0,4,17,.100,.200,.100,.300,-14,4,0,1,1,0,0,/648HD,parisky01
591,Vinnie Pasquantino*,25,KCR,AL,61,260,231,24,57,17,0,9,26,0,0,25,31,.247,.324,.437,.762,108,101,7,2,0,1,2,3D/H,pasquvi01
592,Joc Pederson*,31,SFG,NL,121,425,358,59,84,14,3,15,51,0,0,57,89,.235,.348,.416,.764,111,149,12,7,0,3,6,D7H/93,pederjo01
593,Liover Peguero,22,PIT,NL,59,213,198,21,47,4,1,7,26,6,2,11,67,.237,.280,.374,.653,77,74,6,1,2,1,0,64,pegueli01
594,Jeremy Peña,25,HOU,AL,150,634,577,81,152,32,3,10,52,13,9,43,129,.263,.324,.381,.705,95,220,11,9,1,1,1,*6,penaje02
595,David Peralta*,35,LAD,NL,133,422,394,47,102,25,1,7,55,4,1,20,72,.259,.294,.381,.675,81,150,8,2,0,6,1,*7H9/D,peralda01
596,Oswald Peraza,23,NYY,AL,52,191,173,15,33,8,0,2,14,4,3,13,50,.191,.267,.272,.539,49,47,1,5,0,0,0,54/6HD,perazos02
597,Geraldo Perdomo#,23,ARI,NL,144,495,407,71,100,20,4,6,47,16,4,64,86,.246,.353,.359,.712,96,146,2,6,14,4,1,*645H,perdoge01
598,Everson Pereira,22,NYY,AL,27,103,93,6,14,4,0,0,10,4,0,8,40,.151,.233,.194,.427,20,18,1,2,0,0,0,7,pereiev01
599,Carlos Pérez,32,OAK,AL,66,189,168,17,38,4,0,6,20,0,0,13,40,.226,.293,.357,.650,85,60,4,4,1,3,0,2H3D/17,perezca02
600,Carlos Pérez,26,CHW,AL,27,53,49,5,10,4,0,1,3,0,0,4,11,.204,.264,.347,.611,65,17,2,0,0,0,0,2H/D,perezca03
601,Cionel Pérez,27,BAL,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,perezci01
602,Michael Perez*,30,NYM,NL,3,8,8,1,4,1,0,0,0,0,0,0,1,.500,.500,.625,1.125,209,5,0,0,0,0,0,/2,perezmi03
603,Roberto Pérez,34,SFG,NL,5,17,15,0,2,0,0,0,1,0,0,2,6,.133,.235,.133,.369,7,2,0,0,0,0,0,/2,perezro02
604,Salvador Perez,33,KCR,AL,140,580,538,59,137,21,0,23,80,0,0,19,135,.255,.292,.422,.714,94,227,11,13,0,8,6,2D3,perezsa02
605,Blake Perkins#,26,MIL,NL,67,168,143,28,31,7,0,4,20,5,2,23,46,.217,.325,.350,.675,86,50,3,0,2,0,0,98H7/D,perkibl01
606,Jace Peterson*,33,TOT,MLB,133,430,374,35,79,10,4,6,37,15,2,47,101,.211,.304,.307,.611,75,115,7,4,2,3,2,*5H4/D137,peterja01
607,Jace Peterson*,33,OAK,AL,92,324,281,30,62,7,2,6,28,11,1,36,77,.221,.313,.324,.637,84,91,6,3,1,3,1,54H/1D7,peterja01
608,Jace Peterson*,33,ARI,NL,41,106,93,5,17,3,2,0,9,4,1,11,24,.183,.276,.258,.534,48,24,1,1,1,0,1,5H/D34,peterja01
609,Tommy Pham,35,TOT,NL,129,481,426,55,109,27,3,16,68,22,3,47,106,.256,.328,.446,.774,111,190,11,2,0,6,1,7DH9/8,phamth01
610,Tommy Pham,35,NYM,NL,79,264,231,29,62,15,1,10,36,11,1,29,56,.268,.348,.472,.820,124,109,2,1,0,3,1,7DH/8,phamth01
611,Tommy Pham,35,ARI,NL,50,217,195,26,47,12,2,6,32,11,2,18,50,.241,.304,.415,.720,95,81,9,1,0,3,0,D79,phamth01
612,Brett Phillips*,29,LAA,AL,39,71,63,9,11,1,0,3,6,3,1,8,36,.175,.268,.333,.601,63,21,0,0,0,0,0,8H/97D1,phillbr02
613,Kevin Pillar,34,ATL,NL,81,206,197,29,45,10,0,9,32,4,1,6,50,.228,.248,.416,.664,74,82,2,0,0,3,0,7H9/8,pillake01
614,Manny Piña,36,OAK,AL,4,12,12,1,3,0,0,1,1,0,0,0,3,.250,.250,.500,.750,108,6,1,0,0,0,0,/2D,pinama01
615,René Pinto,26,TBR,AL,38,105,103,10,26,3,0,6,16,0,0,2,34,.252,.267,.456,.723,97,47,2,0,0,0,0,2/1,pintore02
616,Nick Pivetta,30,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,pivetni01
617,Jorge Polanco#,29,MIN,AL,80,343,302,38,77,18,0,14,48,4,0,36,88,.255,.335,.454,.789,115,137,2,2,0,3,0,45D/H,polanjo01
618,AJ Pollock,35,TOT,MLB,54,144,133,15,22,4,0,5,15,0,1,9,32,.165,.215,.308,.524,46,41,1,0,0,2,0,D7H/89,polloaj01
619,AJ Pollock,35,SEA,AL,49,138,127,15,22,4,0,5,15,0,1,9,30,.173,.225,.323,.547,53,41,1,0,0,2,0,D7H,polloaj01
620,AJ Pollock,35,SFG,NL,5,6,6,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/789,polloaj01
621,Logan Porter,27,KCR,AL,11,38,31,4,6,1,0,1,3,0,0,5,11,.194,.324,.323,.647,80,10,2,1,1,0,0,2,portelo01
622,Nick Pratto*,24,KCR,AL,95,345,306,33,71,16,0,7,35,1,1,29,138,.232,.307,.353,.660,82,108,3,6,0,4,0,37/H9,prattni01
623,Ryan Pressly,34,HOU,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,pressry01
624,Jurickson Profar#,30,TOT,NL,125,521,459,55,111,27,2,9,46,1,0,50,90,.242,.321,.368,.689,80,169,11,6,0,5,0,7DH/394,profaju01
625,Jurickson Profar#,30,COL,NL,111,472,415,51,98,25,2,8,39,1,0,45,86,.236,.316,.364,.680,76,151,9,6,0,5,0,7D/H,profaju01
626,Jurickson Profar#,30,SDP,NL,14,49,44,4,13,2,0,1,7,0,0,5,4,.295,.367,.409,.776,117,18,2,0,0,0,0,/73H94D,profaju01
627,Juniel Querecuto#,30,STL,NL,9,21,20,2,2,1,0,0,0,0,0,1,6,.100,.143,.150,.293,-19,3,0,0,0,0,0,/534H,quereju01
628,Ceddanne Rafaela,22,BOS,AL,28,89,83,11,20,6,0,2,5,3,1,4,28,.241,.281,.386,.666,78,32,2,1,0,1,0,8/H64D,rafaece01
629,Cole Ragans*,25,TOT,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,raganco01
630,Cole Ragans*,25,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,raganco01
631,Cal Raleigh#,26,SEA,AL,145,569,513,78,119,23,1,30,75,0,0,54,158,.232,.306,.456,.762,112,234,6,1,0,1,1,*2HD,raleica01
632,Brooks Raley*,35,NYM,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,raleybr01
633,Luke Raley*,28,TBR,AL,118,406,357,56,89,23,3,19,49,14,3,28,128,.249,.333,.490,.824,126,175,2,18,1,2,0,93D7H8/1,raleylu01
634,Harold Ramírez,28,TBR,AL,122,434,400,58,125,19,2,12,68,5,3,22,79,.313,.353,.460,.813,125,184,7,6,0,6,0,DH/793,ramirha02
635,José Ramírez#,30,CLE,AL,156,691,611,87,172,36,5,24,80,28,6,73,73,.282,.356,.475,.831,131,290,8,1,0,6,22,*5D,ramirjo01
636,Heliot Ramos,23,SFG,NL,25,60,56,5,10,4,0,1,2,0,0,4,20,.179,.233,.304,.537,48,17,1,0,0,0,0,79/H8D,ramoshe02
637,Henry Ramos#,31,CIN,NL,23,86,74,9,18,3,1,0,5,2,1,11,21,.243,.349,.311,.660,80,23,2,1,0,0,0,9/D7H,ramoshe01
638,J.T. Realmuto,32,PHI,NL,135,540,489,70,123,28,5,20,63,16,5,35,138,.252,.310,.452,.762,106,221,10,9,0,5,3,*2/H,realmjt01
639,Rob Refsnyder,32,BOS,AL,89,243,202,31,50,9,1,1,28,7,2,33,47,.248,.365,.317,.682,87,64,8,5,1,1,0,7H8/D9,refsnro01
640,Zach Remillard,29,CHW,AL,54,160,147,16,37,7,0,1,18,4,3,8,48,.252,.295,.320,.615,69,47,3,1,4,0,1,4/H5976D,remilza01
641,Anthony Rendon,33,LAA,AL,43,183,148,23,35,6,0,2,22,2,0,25,27,.236,.361,.318,.678,88,47,6,6,0,4,0,5,rendoan01
642,Hunter Renfroe,31,TOT,MLB,140,548,498,60,116,31,0,20,60,0,0,44,125,.233,.297,.416,.713,91,207,15,3,0,3,0,*9H/D3,renfrhu01
643,Hunter Renfroe,31,LAA,AL,126,504,459,56,111,31,0,19,56,0,0,39,113,.242,.304,.434,.737,98,199,15,3,0,3,0,*9/H3,renfrhu01
644,Hunter Renfroe,31,CIN,NL,14,44,39,4,5,0,0,1,4,0,0,5,12,.128,.227,.205,.432,18,8,0,0,0,0,0,/D9H,renfrhu01
645,Luis Rengifo#,26,LAA,AL,126,445,394,55,104,15,4,16,51,6,4,41,82,.264,.339,.444,.783,111,175,3,6,0,4,0,465H9/78,rengilu01
646,Franmil Reyes,27,KCR,AL,19,65,59,5,11,0,0,2,7,0,0,4,24,.186,.231,.288,.519,42,17,3,0,0,2,0,D/7H9,reyesfr01
647,Pablo Reyes,29,BOS,AL,64,185,167,27,48,9,0,2,20,7,2,14,21,.287,.339,.377,.716,94,63,3,0,2,2,0,64H/53D1,reyespa01
648,Bryan Reynolds#,28,PIT,NL,145,640,574,85,151,31,5,24,84,12,1,53,138,.263,.330,.460,.790,113,264,13,7,0,6,2,*7D8/H,reynobr01
649,Matt Reynolds,32,CIN,NL,2,5,5,1,1,0,0,0,0,0,0,0,3,.200,.200,.200,.400,9,1,0,0,0,0,0,/53,reynoma03
650,Austin Riley,26,ATL,NL,159,715,636,117,179,32,3,37,97,3,1,59,172,.281,.345,.516,.861,128,328,18,9,0,11,4,*5,rileyau01
651,Edwin Rios*,29,CHC,NL,18,34,28,3,2,1,0,1,2,0,0,5,16,.071,.235,.214,.450,23,6,0,1,0,0,0,D/H5,riosed01
652,Alfonso Rivas*,26,TOT,NL,48,123,109,8,25,10,1,3,15,1,0,9,36,.229,.303,.422,.725,97,46,1,3,1,1,0,3/H7,rivasal01
653,Alfonso Rivas*,26,SDP,NL,8,17,15,2,3,2,0,0,1,0,0,2,7,.200,.294,.333,.627,76,5,0,0,0,0,0,/3H,rivasal01
654,Alfonso Rivas*,26,PIT,NL,40,106,94,6,22,8,1,3,14,1,0,7,29,.234,.305,.436,.741,100,41,1,3,1,1,0,3/H7,rivasal01
655,Emmanuel Rivera,27,ARI,NL,86,283,257,32,67,13,0,4,29,1,0,22,56,.261,.314,.358,.672,84,92,9,0,0,4,0,5H3/D,riverem01
656,Anthony Rizzo*,33,NYY,AL,99,421,373,45,91,14,0,12,41,0,3,35,97,.244,.328,.378,.706,94,141,10,12,0,1,1,3/D,rizzoan01
657,Luis Robert Jr.,25,CHW,AL,145,595,546,90,144,36,1,38,80,20,4,30,172,.264,.315,.542,.857,128,296,10,12,0,2,5,*8/H,roberlu01
658,Victor Robles,26,WSN,NL,36,126,107,15,32,5,1,0,8,8,1,11,18,.299,.385,.364,.750,110,39,3,4,4,0,0,8,roblevi01
659,Brayan Rocchio#,22,CLE,AL,23,86,81,9,20,6,0,0,8,0,0,4,27,.247,.279,.321,.600,68,26,4,0,0,1,0,6/5H,rocchbr01
660,Brendan Rodgers,26,COL,NL,46,192,178,21,46,9,1,4,20,0,0,11,41,.258,.313,.388,.700,80,69,6,3,0,0,0,4/DH,rodgebr02
661,Endy Rodríguez#,23,PIT,NL,57,204,186,27,41,7,2,3,13,0,0,17,49,.220,.284,.328,.612,67,61,3,0,0,1,0,2H/3D,rodrien01
662,José Rodriguez,22,CHW,AL,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/4H,rodrijo09
663,Julio Rodríguez,22,SEA,AL,155,714,654,102,180,37,2,32,103,37,10,47,175,.275,.333,.485,.818,128,317,14,11,0,2,6,*8/D,rodriju01
664,Jake Rogers,28,DET,AL,107,365,331,47,73,11,0,21,49,1,1,28,118,.221,.286,.444,.730,96,147,6,3,1,2,0,2/HD7,rogerja03
665,Taylor Rogers*,32,SFG,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,rogerta01
666,Tyler Rogers,32,SFG,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,rogerty01
667,Johan Rojas,22,PHI,NL,59,164,149,24,45,9,2,2,23,14,1,5,42,.302,.342,.430,.771,111,64,1,4,6,0,0,8H/D,rojasjo03
668,Josh Rojas*,29,TOT,MLB,105,350,314,47,77,17,0,4,40,12,0,27,81,.245,.303,.338,.641,78,106,3,1,2,4,0,45H/D71,rojasjo01
669,Josh Rojas*,29,ARI,NL,59,216,189,23,43,13,0,0,26,6,0,18,51,.228,.292,.296,.589,62,56,2,1,2,4,0,5/H4D71,rojasjo01
670,Josh Rojas*,29,SEA,AL,46,134,125,24,34,4,0,4,14,6,0,9,30,.272,.321,.400,.721,103,50,1,0,0,0,0,4/H5,rojasjo01
671,Miguel Rojas,34,LAD,NL,124,423,385,49,91,16,1,5,31,8,3,26,48,.236,.290,.322,.612,66,124,12,5,2,5,0,*6H/1D45,rojasmi02
672,Jordan Romano,30,TOR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,romanjo03
673,JoJo Romero*,26,STL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,romerjo01
674,Brent Rooker,28,OAK,AL,137,526,463,61,114,20,1,30,69,4,0,49,172,.246,.329,.488,.817,130,226,11,10,0,4,1,D97H,rookebr01
675,Ben Rortvedt*,25,NYY,AL,32,79,68,6,8,1,0,2,4,0,0,11,19,.118,.241,.221,.461,28,15,1,0,0,0,0,2/HD,rortvbe01
676,Amed Rosario,27,TOT,MLB,142,545,510,70,134,25,8,6,58,15,2,29,99,.263,.305,.378,.683,89,193,15,3,0,3,0,64H/D,rosaram01
677,Amed Rosario,27,CLE,AL,94,412,385,51,102,19,6,3,40,9,0,22,77,.265,.306,.369,.675,88,142,11,2,0,3,0,6/HD,rosaram01
678,Amed Rosario,27,LAD,NL,48,133,125,19,32,6,2,3,18,6,2,7,22,.256,.301,.408,.709,89,51,4,1,0,0,0,4H6/D,rosaram01
679,Eddie Rosario*,31,ATL,NL,142,516,478,64,122,24,3,21,74,3,4,34,122,.255,.305,.450,.755,100,215,13,1,1,2,1,*7DH,rosared01
680,Eguy Rosario,23,SDP,NL,11,37,36,6,9,1,1,2,6,0,0,1,12,.250,.270,.500,.770,109,18,1,0,0,0,0,5/H4,rosareg01
681,Michael Rucker,29,CHC,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,ruckemi01
682,Darin Ruf,36,TOT,NL,20,57,49,3,11,3,0,0,3,0,0,8,16,.224,.333,.286,.619,74,14,0,0,0,0,0,D/H3,rufda01
683,Darin Ruf,36,SFG,NL,9,27,23,1,6,2,0,0,3,0,0,4,9,.261,.370,.348,.718,102,8,0,0,0,0,0,/DH,rufda01
684,Darin Ruf,36,MIL,NL,11,30,26,2,5,1,0,0,0,0,0,4,7,.192,.300,.231,.531,49,6,0,0,0,0,0,/D3H,rufda01
685,Esteury Ruiz,24,OAK,AL,132,497,449,47,114,24,1,5,47,67,13,20,99,.254,.309,.345,.654,88,155,7,16,4,1,1,*87H9/D,ruizes01
686,José Ruiz,28,TOT,MLB,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,ruizjo01
687,José Ruiz,28,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,ruizjo01
688,Keibert Ruiz#,24,WSN,NL,136,562,523,55,136,24,0,18,67,1,1,31,58,.260,.308,.409,.717,97,214,13,6,0,2,1,*2D/H,ruizke01
689,Blake Rutherford*,26,WSN,NL,16,36,35,4,6,0,0,0,2,0,0,1,10,.171,.194,.171,.366,3,6,1,0,0,0,0,7/H,ruthebl01
690,Adley Rutschman#,25,BAL,AL,154,687,588,84,163,31,1,20,80,1,2,92,101,.277,.374,.435,.809,128,256,14,2,0,5,6,*2D/H,rutscad01
691,Blake Sabol*,25,SFG,NL,110,344,310,36,73,10,0,13,44,4,2,24,117,.235,.301,.394,.695,91,122,4,6,2,2,0,27HD,sabolbl01
692,César Salazar*,27,HOU,AL,13,19,18,1,2,0,0,0,0,0,0,1,6,.111,.158,.111,.269,-23,2,1,0,0,0,0,/2H,salazce01
693,Gary Sánchez,30,TOT,NL,75,267,240,33,52,9,0,19,47,0,0,21,67,.217,.288,.492,.780,113,118,3,4,0,2,0,2/DH,sanchga02
694,Gary Sánchez,30,NYM,NL,3,7,6,0,1,0,0,0,1,0,0,0,3,.167,.143,.167,.310,-15,1,0,0,0,1,0,/2,sanchga02
695,Gary Sánchez,30,SDP,NL,72,260,234,33,51,9,0,19,46,0,0,21,64,.218,.292,.500,.792,116,117,3,4,0,1,0,2/DH,sanchga02
696,Jesús Sánchez*,25,MIA,NL,125,402,360,43,91,23,3,14,52,3,1,38,107,.253,.327,.450,.777,108,162,12,2,1,1,1,*9H/87D,sanchje02
697,Cole Sands,25,MIN,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,sandsco01
698,Carlos Santana#,37,TOT,NL,146,619,550,78,132,33,1,23,86,6,0,65,104,.240,.318,.429,.747,103,236,11,0,0,4,0,*3D/H,santaca01
699,Carlos Santana#,37,PIT,NL,94,393,345,45,81,25,0,12,53,6,0,45,69,.235,.321,.412,.732,99,142,3,0,0,3,0,3/D,santaca01
700,Carlos Santana#,37,MIL,NL,52,226,205,33,51,8,1,11,33,0,0,20,35,.249,.314,.459,.773,109,94,8,0,0,1,0,3/DH,santaca01
701,Anthony Santander#,28,BAL,AL,153,656,591,81,152,41,1,28,95,5,1,55,152,.257,.325,.472,.797,121,279,11,6,0,4,1,9D3/H7,santaan02
702,Tony Santillan,26,CIN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,santito01
703,Tayler Saucedo*,30,SEA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,sauceta01
704,Josh Sborz,29,TEX,AL,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1,sborzjo01
705,Nolan Schanuel*,21,LAA,AL,29,132,109,19,30,3,0,1,6,0,0,20,19,.275,.402,.330,.732,103,36,1,3,0,0,1,3/DH,schanno01
706,Casey Schmitt,24,SFG,NL,90,277,253,28,52,15,0,5,30,2,1,13,65,.206,.255,.324,.580,60,82,7,5,3,3,0,654H,schmica01
707,Davis Schneider,24,TOR,AL,35,141,116,23,32,12,1,8,20,1,0,21,43,.276,.404,.603,1.008,175,70,2,4,0,0,0,4/D57H,schneda03
708,Jonathan Schoop,31,DET,AL,55,151,136,15,29,8,0,0,7,0,0,13,37,.213,.278,.272,.550,53,37,6,0,0,2,0,45H/D16,schoojo01
709,John Schreiber,29,BOS,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,schrejo01
710,Kyle Schwarber*,30,PHI,NL,160,720,585,108,115,19,1,47,104,0,2,126,215,.197,.343,.474,.817,122,277,4,6,0,3,5,7D,schwaky01
711,Tayler Scott,31,TOT,MLB,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,scottta02
712,Tayler Scott,31,TOT,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,scottta02
713,Tayler Scott,31,LAD,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,scottta02
714,Tayler Scott,31,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,scottta02
715,Corey Seager*,29,TEX,AL,119,536,477,88,156,42,0,33,96,2,1,49,88,.327,.390,.623,1.013,170,297,9,4,0,6,9,*6/D,seageco01
716,Chandler Seagle,27,SDP,NL,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/DH,seaglch01
717,Jean Segura,33,MIA,NL,85,326,301,25,66,5,2,3,21,6,2,22,47,.219,.277,.279,.556,52,84,12,2,1,0,1,5/H,segurje01
718,Marcus Semien,32,TEX,AL,162,753,670,122,185,40,4,29,100,14,3,72,110,.276,.348,.478,.826,122,320,5,5,0,5,1,*4,semiema01
719,Nick Senzel,28,CIN,NL,104,330,301,49,71,10,0,13,42,6,2,26,74,.236,.297,.399,.696,85,120,9,1,0,2,0,57H89/4D,senzeni01
720,Brian Serven,28,COL,NL,11,23,23,0,3,1,0,0,1,0,0,0,10,.130,.130,.174,.304,-22,4,0,0,0,0,0,2/HD,servebr01
721,Paul Sewald,33,TOT,MLB,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,sewalpa01
722,Paul Sewald,33,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,sewalpa01
723,Paul Sewald,33,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,sewalpa01
724,Gavin Sheets*,27,CHW,AL,118,344,311,24,63,10,0,10,43,1,0,28,66,.203,.267,.331,.599,63,103,6,1,0,4,2,9H3D/7,sheetga01
725,Braden Shewmake*,25,ATL,NL,2,4,4,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/6,shewmbr01
726,Zack Short,28,DET,AL,110,253,221,17,45,9,0,7,33,5,0,28,66,.204,.292,.339,.631,73,75,3,0,3,1,0,465H/189D,shortza01
727,Michael Siani*,23,TOT,NL,8,6,5,1,0,0,0,0,0,1,1,1,1,.000,.167,.000,.167,-48,0,0,0,0,0,0,/8HD7,sianimi01
728,Michael Siani*,23,CIN,NL,3,1,0,1,0,0,0,0,0,0,1,1,0,,1.000,,,,0,0,0,0,0,0,/87H,sianimi01
729,Michael Siani*,23,STL,NL,5,5,5,0,0,0,0,0,0,1,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/8DH,sianimi01
730,Lucas Sims,29,CIN,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,simslu01
731,Jon Singleton*,31,TOT,MLB,36,105,91,11,15,3,0,2,12,0,0,13,23,.165,.267,.264,.530,48,24,2,0,0,1,0,3H/D,singljo02
732,Jon Singleton*,31,MIL,NL,11,32,29,3,3,1,0,0,2,0,0,3,11,.103,.188,.138,.325,-8,4,0,0,0,0,0,/3DH,singljo02
733,Jon Singleton*,31,HOU,AL,25,73,62,8,12,2,0,2,10,0,0,10,12,.194,.301,.323,.624,73,20,2,0,0,1,0,3H/D,singljo02
734,Jose Siri,27,TBR,AL,101,364,338,58,75,13,2,25,56,12,3,20,130,.222,.267,.494,.761,106,167,5,2,1,3,0,8/HD,sirijo01
735,Austin Slater,30,SFG,NL,89,207,185,24,50,9,0,5,20,2,2,20,58,.270,.348,.400,.748,107,74,2,2,0,0,0,H87/9D,slateau01
736,Dominic Smith*,28,WSN,NL,153,586,527,57,134,21,1,12,46,1,1,47,91,.254,.326,.366,.692,92,193,12,10,0,2,1,*3/HD,smithdo02
737,Josh H. Smith*,25,TEX,AL,90,232,195,29,36,8,1,6,15,1,0,25,55,.185,.304,.328,.633,73,64,3,9,2,1,0,657H/D4,smithjo11
738,Kevin Smith,26,OAK,AL,49,146,135,15,25,4,0,5,11,1,0,5,51,.185,.220,.326,.546,54,44,3,1,5,0,0,65/HD,smithke05
739,Pavin Smith*,27,ARI,NL,69,228,191,26,36,5,0,7,30,1,1,35,45,.188,.317,.325,.642,77,62,3,1,0,0,0,D9H3,smithpa04
740,Will Smith,33,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,smithwi04
741,Will Smith,28,LAD,NL,126,554,464,80,121,21,2,19,76,3,0,63,89,.261,.359,.438,.797,114,203,8,15,0,12,2,*2D/H,smithwi05
742,Canaan Smith-Njigba*,24,PIT,NL,15,37,32,3,4,1,1,0,5,1,0,4,16,.125,.216,.219,.435,20,7,1,0,0,1,0,9/H7,smithca05
743,Drew Smyly*,34,CHC,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,smylydr01
744,Tyler Soderstrom*,21,OAK,AL,45,138,125,9,20,1,0,3,7,0,0,11,43,.160,.232,.240,.472,36,30,6,1,0,1,0,D23/H,soderty01
745,Nick Solak,28,TOT,MLB,2,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/HD,solakni01
746,Nick Solak,28,ATL,NL,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/H,solakni01
747,Nick Solak,28,DET,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/DH,solakni01
748,Donovan Solano,35,MIN,AL,134,450,394,43,111,26,1,5,38,0,0,40,100,.282,.369,.391,.760,110,154,8,15,0,1,1,3H45D,solando01
749,Jorge Soler,31,MIA,NL,137,580,504,77,126,24,0,36,75,1,0,66,141,.250,.341,.512,.853,128,258,20,6,0,4,4,D9/H,solerjo01
750,Edmundo Sosa,27,PHI,NL,104,300,279,34,70,15,2,10,30,4,2,8,74,.251,.293,.427,.719,95,119,10,9,2,1,0,56H/48,sosaed01
751,Lenyn Sosa,23,CHW,AL,52,173,164,12,33,6,0,6,14,0,1,5,40,.201,.224,.348,.571,53,57,3,0,3,1,1,45/H,sosale01
752,Juan Soto*,24,SDP,NL,162,708,568,97,156,32,1,35,109,12,5,132,129,.275,.410,.519,.930,158,295,18,2,1,5,11,*7/DH,sotoju01
753,Livan Soto*,23,LAA,AL,4,12,9,2,2,0,0,0,0,0,0,3,2,.222,.417,.222,.639,82,2,0,0,0,0,0,/46,sotoli01
